"Date","Team1","Team2","Toss_Winner","Toss_Decision","Venue","Run1","Over1","Wicket1","Run2","Over2","Wicket2","Winner","Winnerby","Margin"
"2014-12-12","New Zealand","Pakistan","Pakistan","bat","Sharjah Cricket Stadium","252","48.3","10","255","45.6","6","New Zealand","wickets","4"
"2010-06-18","Sri Lanka","Bangladesh","Sri Lanka","bat","Rangiri Dambulla International Stadium","312","49.6","4","186","40.2","10","Sri Lanka","runs","126"
"2013-11-27","India","West Indies","India","field","Green Park","263","49.6","5","266","46.1","5","India","wickets","5"
"2012-08-04","Sri Lanka","India","India","bat","Pallekele International Cricket Stadium","294","49.6","7","274","45.4","10","India","runs","20"
"2008-02-08","Australia","Sri Lanka","Australia","bat","Sydney Cricket Ground","253","49.6","6","125","31.3","10","Australia","runs","128"
"2016-02-03","New Zealand","Australia","Australia","field","Eden Park","307","49.6","8","148","24.2","10","New Zealand","runs","159"
"2016-01-15","Australia","India","India","bat","Brisbane Cricket Ground, Woolloongabba","308","49.6","7","309","48.6","3","Australia","wickets","7"
"2011-01-30","Australia","England","Australia","bat","Brisbane Cricket Ground, Woolloongabba","249","49.3","10","198","45.3","10","Australia","runs","51"
"2010-10-17","Bangladesh","New Zealand","Bangladesh","bat","Shere Bangla National Stadium","174","44.2","10","171","49.3","10","Bangladesh","runs","3"
"2006-10-07","Bangladesh","Sri Lanka","Bangladesh","field","Punjab Cricket Association Stadium, Mohali","302","49.6","8","265","49.6","10","Sri Lanka","runs","37"
"2013-07-16","West Indies","Pakistan","Pakistan","field","Providence Stadium","232","49.7","8","195","47.5","10","West Indies","runs","37"
"2013-11-08","Pakistan","South Africa","South Africa","bat","Sheikh Zayed Stadium","266","49.6","5","238","49.2","10","South Africa","runs","28"
"2012-12-30","India","Pakistan","Pakistan","field","MA Chidambaram Stadium, Chepauk","227","49.6","6","228","48.1","4","Pakistan","wickets","6"
"2016-10-12","South Africa","Australia","South Africa","bat","Newlands","327","49.6","8","296","48.3","10","South Africa","runs","31"
"2009-08-01","Sri Lanka","Pakistan","Sri Lanka","field","Rangiri Dambulla International Stadium","168","46.6","10","169","43.6","4","Sri Lanka","wickets","6"
"2010-06-07","Zimbabwe","Sri Lanka","Zimbabwe","field","Harare Sports Club","236","47.7","10","240","47.7","2","Zimbabwe","wickets","8"
"2010-12-07","India","New Zealand","India","field","M Chinnaswamy Stadium","315","49.6","7","321","48.5","5","India","wickets","5"
"2015-03-14","India","Zimbabwe","India","field","Eden Park","287","48.5","10","288","48.4","4","India","wickets","6"
"2011-03-26","Sri Lanka","England","England","bat","R Premadasa Stadium","229","49.6","6","231","39.3","0","Sri Lanka","wickets","10"
"2007-12-31","New Zealand","Bangladesh","New Zealand","field","Queenstown Events Centre","93","37.5","10","95","5.6","0","New Zealand","wickets","10"
"2007-11-11","India","Pakistan","Pakistan","field","Green Park","294","49.7","6","248","47.2","10","India","runs","46"
"2011-10-23","South Africa","Australia","South Africa","bat","St George's Park","303","49.6","6","223","49.6","10","South Africa","runs","80"
"2007-10-11","India","Australia","India","bat","Reliance Stadium","148","39.4","10","149","25.5","1","Australia","wickets","9"
"2016-06-21","West Indies","Australia","Australia","field","Kensington Oval, Bridgetown","282","49.6","7","283","48.4","4","Australia","wickets","6"
"2008-07-06","West Indies","Australia","Australia","bat","Warner Park, Basseterre","341","49.6","7","172","39.5","10","Australia","runs","169"
"2007-01-21","Australia","New Zealand","New Zealand","bat","Sydney Cricket Ground","218","47.4","10","224","48.4","8","Australia","wickets","2"
"2007-06-23","Ireland","India","India","field","Civil Service Cricket Club, Stormont","193","49.6","10","171","34.6","1","India","wickets","9"
"2012-02-17","Australia","Sri Lanka","Australia","bat","Sydney Cricket Ground","158","40.5","10","152","24.1","2","Sri Lanka","wickets","8"
"2015-03-29","Australia","New Zealand","New Zealand","bat","Melbourne Cricket Ground","183","44.7","10","186","33.1","3","Australia","wickets","7"
"2011-03-15","Ireland","South Africa","Ireland","field","Eden Gardens","272","49.6","7","141","33.2","10","South Africa","runs","131"
"2009-08-03","Sri Lanka","Pakistan","Sri Lanka","field","Rangiri Dambulla International Stadium","288","49.6","8","289","46.3","4","Sri Lanka","wickets","6"
"2006-11-26","South Africa","India","South Africa","bat","Newlands","274","49.6","7","168","41.3","10","South Africa","runs","106"
"2015-09-05","England","Australia","England","field","Lord's","309","48.6","7","245","42.3","10","Australia","runs","64"
"2015-03-07","Ireland","Zimbabwe","Zimbabwe","field","Bellerive Oval","331","49.6","8","326","49.3","10","Ireland","runs","5"
"2016-07-02","England","Sri Lanka","Sri Lanka","field","Sophia Gardens","324","49.6","6","202","42.4","10","England","runs","122"
"2008-01-21","Pakistan","Zimbabwe","Zimbabwe","field","National Stadium","347","49.7","5","243","49.6","7","Pakistan","runs","104"
"2013-02-26","Sri Lanka","West Indies","Sri Lanka","field","Rangiri Dambulla International Stadium","191","49.6","10","158","49.7","10","West Indies","runs","33"
"2015-06-20","England","New Zealand","England","field","Riverside Ground","283","49.6","10","192","24.7","7","England","wickets","3"
"2006-03-28","India","England","England","field","Feroz Shah Kotla","203","46.4","10","164","38.1","10","India","runs","39"
"2013-11-06","Pakistan","South Africa","South Africa","bat","Sheikh Zayed Stadium","259","49.6","8","191","44.3","10","South Africa","runs","68"
"2015-07-10","Bangladesh","South Africa","Bangladesh","bat","Shere Bangla National Stadium","160","36.3","10","164","31.1","2","South Africa","wickets","8"
"2014-09-06","Australia","South Africa","South Africa","field","Harare Sports Club","217","49.6","10","221","40.6","4","South Africa","wickets","6"
"2013-02-01","Australia","West Indies","West Indies","bat","Western Australia Cricket Association Ground","70","23.5","10","71","9.2","1","Australia","wickets","9"
"2008-02-19","India","Sri Lanka","Sri Lanka","bat","Adelaide Oval","238","49.6","6","239","49.2","8","India","wickets","2"
"2011-02-25","Bangladesh","Ireland","Bangladesh","bat","Shere Bangla National Stadium","205","49.2","10","178","44.7","10","Bangladesh","runs","27"
"2013-07-07","Netherlands","Ireland","Ireland","bat","VRA Ground","236","49.5","10","148","35.6","10","Ireland","runs","88"
"2014-05-06","Ireland","Sri Lanka","Ireland","field","Clontarf Cricket Club Ground","219","49.6","8","140","39.5","10","Sri Lanka","runs","79"
"2010-06-16","Bangladesh","India","Bangladesh","bat","Rangiri Dambulla International Stadium","167","34.5","10","168","30.5","4","India","wickets","6"
"2009-01-23","Australia","South Africa","Australia","bat","Sydney Cricket Ground","269","49.2","10","270","46.4","7","South Africa","wickets","3"
"2011-09-14","Zimbabwe","Pakistan","Zimbabwe","field","Harare Sports Club","270","49.8","5","242","49.6","10","Pakistan","runs","28"
"2007-03-24","England","Kenya","Kenya","bat","Beausejour Stadium, Gros Islet","177","42.6","10","178","32.6","3","England","wickets","7"
"2011-12-05","India","West Indies","India","field","Sardar Patel Stadium, Motera","260","49.6","6","244","46.5","10","West Indies","runs","16"
"2010-10-20","India","Australia","India","field","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium","289","49.6","3","292","48.5","5","India","wickets","5"
"2010-11-03","Australia","Sri Lanka","Australia","bat","Melbourne Cricket Ground","239","49.6","8","243","44.2","10","Sri Lanka","wickets","1"
"2007-09-05","England","India","England","bat","Kennington Oval","316","49.6","6","317","49.4","8","India","wickets","2"
"2013-07-19","Ireland","Pakistan","Pakistan","bat","YMCA Cricket Club","248","49.1","10","159","43.1","10","Pakistan","runs","89"
"2007-12-28","New Zealand","Bangladesh","New Zealand","bat","McLean Park","335","49.7","4","181","42.8","6","New Zealand","runs","102"
"2008-10-31","South Africa","Kenya","South Africa","bat","OUTsurance Oval","336","49.8","7","177","49.1","10","South Africa","runs","159"
"2012-03-11","Bangladesh","Pakistan","Bangladesh","field","Shere Bangla National Stadium","262","49.6","8","241","48.1","10","Pakistan","runs","21"
"2008-02-02","Pakistan","Zimbabwe","Zimbabwe","bat","Sheikhupura Stadium","181","45.5","10","187","30.7","3","Pakistan","wickets","7"
"2010-01-26","Australia","Pakistan","Australia","bat","Adelaide Oval","286","49.6","6","246","47.4","10","Australia","runs","40"
"2013-06-07","Pakistan","West Indies","West Indies","field","Kennington Oval","170","47.6","10","172","40.4","8","West Indies","wickets","2"
"2007-08-24","England","India","India","bat","County Ground","329","49.6","7","320","49.6","8","India","runs","9"
"2013-06-13","England","Sri Lanka","Sri Lanka","field","Kennington Oval","293","49.6","7","297","47.1","3","Sri Lanka","wickets","7"
"2007-02-06","England","New Zealand","England","bat","Brisbane Cricket Ground, Woolloongabba","270","49.6","7","256","49.6","8","England","runs","14"
"2015-07-06","India","New Zealand","New Zealand","bat","M Chinnaswamy Stadium","220","49.5","10","221","44.2","2","India","wickets","8"
"2009-09-06","England","Australia","England","field","Lord's","249","49.6","8","210","46.1","10","Australia","runs","39"
"2016-01-05","New Zealand","Sri Lanka","Sri Lanka","field","Bay Oval","294","49.6","5","258","47.1","10","New Zealand","runs","36"
"2010-11-05","Australia","Sri Lanka","Sri Lanka","bat","Sydney Cricket Ground","213","41.1","3","210","37.4","10","Sri Lanka","runs","29"
"2013-02-03","Australia","West Indies","West Indies","field","Western Australia Cricket Association Ground","266","49.6","7","212","38.1","10","Australia","runs","54"
"2012-02-28","India","Sri Lanka","India","field","Bellerive Oval","320","49.6","4","321","36.4","3","India","wickets","7"
"2010-03-12","West Indies","Zimbabwe","West Indies","field","Arnos Vale Ground, Kingstown","141","48.2","10","142","34.4","6","West Indies","wickets","4"
"2016-08-24","Sri Lanka","Australia","Sri Lanka","bat","R Premadasa Stadium","288","48.5","10","206","47.2","10","Sri Lanka","runs","82"
"2016-10-02","South Africa","Australia","Australia","field","New Wanderers Stadium","361","49.6","6","219","37.4","10","South Africa","runs","142"
"2014-02-27","Afghanistan","Pakistan","Afghanistan","field","Khan Shaheb Osman Ali Stadium","248","49.7","8","176","47.2","10","Pakistan","runs","72"
"2012-03-29","Afghanistan","Netherlands","Afghanistan","bat","Sharjah Cricket Stadium","153","39.2","10","156","26.2","1","Netherlands","wickets","9"
"2012-02-10","Afghanistan","Pakistan","Afghanistan","bat","Sharjah Cricket Stadium","195","48.3","10","198","37.1","3","Pakistan","wickets","7"
"2013-08-25","England","Australia","Australia","bat","County Ground","203","35.6","4","204","33.3","5","England","wickets","5"
"2006-04-12","India","England","India","bat","Keenan Stadium","223","47.6","10","227","42.5","6","England","wickets","5"
"2010-02-11","New Zealand","Bangladesh","New Zealand","field","AMI Stadium","241","49.7","8","244","44.5","7","New Zealand","wickets","3"
"2012-03-15","Pakistan","Sri Lanka","Sri Lanka","bat","Shere Bangla National Stadium","188","45.4","10","189","39.5","4","Pakistan","wickets","6"
"2007-10-23","Pakistan","South Africa","South Africa","bat","Iqbal Stadium","197","49.2","10","202","48.1","4","Pakistan","wickets","6"
"2014-08-21","Zimbabwe","South Africa","South Africa","field","Queens Sports Club","165","39.5","10","171","27.2","3","South Africa","wickets","7"
"2008-06-28","England","New Zealand","England","field","Lord's","266","49.6","5","215","47.5","10","New Zealand","runs","51"
"2009-12-15","India","Sri Lanka","Sri Lanka","field","Madhavrao Scindia Cricket Ground","414","49.6","7","411","49.6","8","India","runs","3"
"2014-03-04","Bangladesh","Pakistan","Bangladesh","bat","Shere Bangla National Stadium","326","49.6","3","329","49.5","7","Pakistan","wickets","3"
"2009-09-24","South Africa","New Zealand","South Africa","field","SuperSport Park","214","47.5","10","217","41.1","5","South Africa","wickets","5"
"2010-01-31","Australia","Pakistan","Pakistan","bat","Western Australia Cricket Association Ground","212","49.3","10","213","49.3","8","Australia","wickets","2"
"2015-03-24","New Zealand","South Africa","South Africa","bat","Eden Park","281","42.7","5","299","42.5","6","New Zealand","wickets","4"
"2006-02-07","South Africa","Sri Lanka","Sri Lanka","bat","Bellerive Oval","257","49.6","10","181","43.4","10","Sri Lanka","runs","76"
"2008-02-29","Australia","Sri Lanka","Sri Lanka","bat","Melbourne Cricket Ground","221","49.6","10","208","48.1","10","Sri Lanka","runs","13"
"2008-04-12","West Indies","Sri Lanka","West Indies","field","Queen's Park Oval, Port of Spain","112","30.3","4","125","20.3","3","West Indies","wickets","7"
"2011-10-25","Zimbabwe","New Zealand","New Zealand","bat","Queens Sports Club","328","49.7","5","329","49.5","10","Zimbabwe","wickets","1"
"2015-01-17","Afghanistan","Ireland","Ireland","field","Dubai International Cricket Stadium","246","49.6","8","175","43.3","10","Afghanistan","runs","71"
"2007-12-02","Zimbabwe","West Indies","Zimbabwe","field","Harare Sports Club","286","49.6","10","176","44.3","10","West Indies","runs","110"
"2007-08-25","Zimbabwe","South Africa","South Africa","field","Harare Sports Club","247","49.6","7","251","39.1","2","South Africa","wickets","8"
"2011-08-12","Zimbabwe","Bangladesh","Zimbabwe","field","Harare Sports Club","184","48.4","10","186","41.2","6","Zimbabwe","wickets","4"
"2007-11-18","India","Pakistan","India","field","Sawai Mansingh Stadium","306","49.6","6","275","49.5","10","Pakistan","runs","31"
"2006-04-29","West Indies","Zimbabwe","West Indies","field","Antigua Recreation Ground, St John's","151","49.6","10","154","38.2","5","West Indies","wickets","5"
"2014-01-31","New Zealand","India","India","field","Westpac Stadium","303","49.6","5","216","49.4","10","New Zealand","runs","87"
"2009-10-03","New Zealand","Pakistan","Pakistan","bat","New Wanderers Stadium","233","49.6","10","234","47.5","5","New Zealand","wickets","5"
"2009-03-11","New Zealand","India","New Zealand","bat","Seddon Park","270","46.6","5","201","23.3","0","India","runs","84"
"2010-03-06","West Indies","Zimbabwe","Zimbabwe","bat","Providence Stadium","206","49.5","10","208","47.5","6","West Indies","wickets","4"
"2007-02-04","Bermuda","Netherlands","Netherlands","field","Ruaraka Sports Club Ground","194","46.3","10","198","43.1","2","Netherlands","wickets","8"
"2009-02-01","Australia","New Zealand","Australia","bat","Western Australia Cricket Association Ground","181","48.4","10","182","49.6","8","New Zealand","wickets","2"
"2011-01-23","Australia","England","England","bat","Sydney Cricket Ground","214","47.6","10","215","45.6","6","Australia","wickets","4"
"2007-03-22","Netherlands","Scotland","Netherlands","field","Warner Park, Basseterre","136","34.1","10","140","23.6","2","Netherlands","wickets","8"
